ID ,Tweets,Label
BC1521,"@USER With sexual correlation to them. Like big butt, big boobs, wide hips and full lips. We are I deed a lost people.",TIN
BC1522,"kindaichi: of course i support ""akechi's rights""  kindaichi, but louder: ...AKECHI'S RIGHTS TO SHUT THE FUCK UP!",TIN
BC1523,"bitches be like ""im fluent in english"" but then be googling ""the act of moving hat as greeting"" bc they forgot the word tipping i am bitches",TIN
BC1524,@USER BITCH JOAN IS ALIVE WHAT THE FUCK,UNT
BC1525,"weight gain and depression need to FUCK OFF, I’ve got shit to do bro🙄",UNT
BC1526,I wanna fuck someone against the wall. I'm horny asf.,UNT
BC1527,@USER That shit is cringe,UNT
BC1530,u hoes be partying 90% of your pregnancy and then be wondering why your baby be up at 3 am crying. bitch he wanna go to bella noche,TIN
BC1532,@USER why does America not fucking seal any of their products,UNT
BC1533,Nobody is allowed to chat shit to me or about me. Have a nice week.,UNT
BC1534,A clean desk is a sign of a sick mind. #ALDUBxADNSynergies ADN is ALDUBNATION😍,UNT
BC1535,@USER You're such an asshat. You take stupid to levels never achieved before.,TIN
BC1536,@USER Fuck you and yours Charlie Kirk,TIN
BC1537,and no money to even get a diet coke. fuck.,UNT
BC1538,You burn bitch I heard the stories,TIN
BC1539,I like this dude so much I keep on thinking about our phone call and if my tone of voice was right????? Like bitch wtf,UNT
BC1540,@USER @USER @USER @USER For being a total piece of crap.,TIN
BC1541,@USER It's nearly 10am what the fuck do you mean,UNT
BC1542,Trying to act like u don’t give a fuck when u give a fuck is hard like,UNT
BC1543,what the fuck there was a loud ass noise coming from outside &amp; im literally so fucking scared rn what the fuck,TIN
BC1544,@USER @USER @USER @USER @USER This is the dumbest shit I’ve ever read Jonathan,UNT
BC1545,@USER For this art there's no master. Once once u go make mistake and be like fuck it I can still afford postinor2.,UNT
BC1546,@USER dude fucking hell bro he fucking got me stuck on his body 😂💀. And the kid conned himself,UNT
BC1547,"@USER @USER Lol women do this shit all the time when they get cheated on, worse they destroy a car they didn’t even buy",UNT
BC1548,"@USER @USER ""boy"" or ""man"" I don't care. He is a slimy and disgusting human being.",TIN
BC1549,@USER You’re going to jail you racist piece of shit,TIN
BC1550,"@USER Because if you point out all the black on black killings that take place in democrat ran hellholes, you’re called a racist!",UNT
BC1551,@USER @USER @USER @USER Shit that. Seems to be what the Derby has become these days.,UNT
BC1552,Too fucking Sensitive 🗣Since my feelings be hurt when a nigga don’t give me no attention I’m not opening up to nobody no more I’m too sensitive for that,TIN
BC1553,@USER Are you drunk? Because it seems like you’re talking in a bullsh*t language now. Go back home Lisa before I whip your ass.,TIN
BC1554,"fuck a relationship, stay single and get ya money up",UNT
BC1555,Stop lying to yourself. You look dumb,TIN
BC1556,@USER No meathead your mind is Infested with stupid BS,TIN
BC1557,"@USER @USER Omar. Cummins goes home to his gated community. He lives no where near the shit, rats, and drug addicts.",UNT
BC1558,Someone call 911 cuz ima kill my dick in the shower rn,UNT
BC1559,Man what the fuck was that ending @ oitnb,UNT
BC1560,"@USER They are All a bunch of LOSERS, communist socialists, Globalists.",TIN
BC1562,@USER It really is I seen it and was like damn she ain’t give a fuck lol,UNT
BC1563,@USER Why the fuck do you retweet it you fucking cunt,TIN
BC1564,"Sometimes, I confuse the fuck out of myself.",UNT
BC1565,I want a gf but I don’t trust none of you bitches lmaooo,TIN
BC1566,"Also until I’ve taken a shit there, but I went for the classier option. Or tried to anyway.",UNT
BC1567,@USER Well that sucks,UNT
BC1568,@USER Looks like 25% or respondents are palace fans. The rest are Arse Everton Brightin and stupid,TIN
BC1569,juju really be the purest form of entertainment on twitterpussy hit different when she got a dick too,TIN
BC1570,Even if yo feelings hurt you better stand ten toes like you don’t feel shit ! ™️,UNT
BC1571,Trump you stupid asshole I can’t wait to see you and your crooked family behind bars .....LOSER,TIN
BC1572,"Damn, it really be like that",UNT
BC1573,@USER Rob Reiner that’s your mind and btw you left out  your annoying need to self aggrandize and your elitist existence  meathead!,TIN
BC1574,@USER I think it’s racist and sick that when you hear the word “infestation” you think he’s speaking about black and brown people,TIN
BC1575,The man thinks we’re all stupid! Makes a fool of himself daily!Trump said African-Americans have been calling the White House thanking him.  What a crock of shit.,TIN
BC1576,@USER Ya the only reasonable response to this is to air the bitch out honestly 🤷🏾‍♀️,TIN
BC1577,@USER @USER It's the dickhead! Cos I've never com across anyone with this haircut that wasn't a total dickhead!,TIN
BC1578,"Some fat, hairy monsters invaded Luigi's Pizza Parlour and chased an ugly street cat",TIN
BC1579,@USER I want to fuck your asshole,TIN
BC1580,@USER Then dont watch it the fuck,UNT
BC1581,@USER @USER Who the fuck wears a bowler hat nowadays 🤔😁😁,TIN
BC1582,"@USER @USER is the definition of a small, insecure, failure of a man. His pettiness is all he has left. A TOTAL LOSER",TIN
BC1583,You calling it stupid but you torturing the gc with itnct dream cover that stupid CREEPER song,UNT
BC1584,The fact that we living to die sucks,UNT
BC1585,You better not FUCK with ME. Please don't fuck with me!!! Please be nice to me. :(,UNT
BC1586,"Don’t play with me, I’ll get my hair done and act like ion know you no more bitch 🤣😘🤸🏽‍♂️",UNT
BC1587,"I don't tweet for likes or retweets, not even to be popular. I simply do it cause the shit in my head needs to go somewhere",UNT
BC1589,Tell me why I got ass up and went to the gym and the shit was closed. I’ve never been so disrespected in my life.,UNT
BC1590,@USER THE WAY I FUCKING WHEEZED,UNT
BC1591,@USER I fought the banks bla bla bla she's so full of shit she didn't fight anyone.,TIN
BC1592,Females prolly get bored of thirsty niggas then come text my fat ass 😭,TIN
BC1593,"Tried to be a better me and go to the gym in the morning and then proceeded to get my happy ass stuck in the parking lot, so fuck this",UNT
BC1594,I might fuck around and re watch the wire and prison break,UNT
BC1595,@USER If #shit is an art #ajith fans are #piccaso of it #LongLiveVijay,UNT
BC1596,@USER my mom would’ve beat my ass with the nearest object if i had these wtf,UNT
BC1597,The story in Call of Duty Black Ops III is both sexist AND sexy,TIN
BC1598,So I’m about to go paragliding off a mountain and I think I might shit myself... (figuratively),UNT
BC1599,"@USER @USER What is wrong with the truth? Wait, you're a Democrat, dumb question, my apologies.",TIN
BC1600,I got a happy ass personality with a sad soul so sorry if I be acting weird..,UNT
BC1601,@USER @USER @USER You’re still a minor. My ass ain’t going to jail fuck that,UNT
BC1602,@USER He knows his days are numbered so going to cause as much trouble as possible now. Twat that he is!!,TIN
BC1603,Just shove garlic bread in my mouth and fuck me already.,UNT
BC1604,I wanna voice chat with someone tonight because my cousin is high as fuck,UNT
BC1605,@USER IDGAF! I love my fake ass movies and video games as they give me enjoyment..,UNT
BC1606,"@USER No thanks, it’s a rat infested shit hole where they don’t collect the trash.",TIN
BC1607,@USER @USER I've blocked everyone even remotely connected with these scum. They are all incorrigible.,TIN
BC1608,why was i born with a resting bitch face,UNT
BC1609,Somebody tell this man to fuck me before he goes to work,UNT
BC1610,@USER I started feeling like a shit but in different language 😅,UNT
BC1611,I like her and she’s great but shut the fuck up,UNT
BC1612,No one is surprisedI b lying to niggas 😂😂,TIN
BC1613,"wish i had more girl friends lmao but the way these bitches set up, i ain’t recruiting shit🤣🤣😂",TIN
BC1615,"@USER ""Provocateur"" is one of those words like ""YouTube sensation"" which 9 times out of 10 actually means ""complete fucking asshole"".",UNT
BC1616,me and jadai argue way too much and break up like everyday then get back together 😂 shit crazy,UNT
BC1617,—Stupid and hot blue haired man.—,TIN
BC1618,fuck? i cancelled my august leave requests and i get this. fuck....,UNT
BC1619,@USER Oh just hypothetically speaking  If u and ur girl was walking and one these niggaz slapped her on the ass what u gon do,TIN
BC1620,@USER His name is cheating ass Myron 💀💀💀💀💀,TIN
BC1621,i got a fat as fuck tummy who is tryna cuddle it,UNT
BC1622,@USER @USER You mean to say that he is such a pathetic actor that even his low character is better than his acting skills ?,TIN
BC1623,@USER Can we get the actual fucking video anywhere in the real context ? Jesus fucking Christ,UNT
BC1624,whose cock do i need to fucking suck so i permanently mute all the trash talking fr that end violet fandom honestly,UNT
BC1625,gay cowboy pride   WHAT THE FUCK I BLAME JAKEtype “gay” and let predictive text finish it  mine: gay but that’s what happened last night   oH,UNT
BC1626,"I'm pretty sure that this is one of the hugest fuck up in my life, and there's not a thing I could do, but cry and fight for things back.",UNT
BC1627,That sneak dissing shit needs to stop,UNT
BC1629,bitches ain’t shit and I’m definitely not bitches in this one...,UNT
BC1630,"Deep State protects corrupt congress. All of them get rich. Trump knows, congress/deep state knows. What comes next?",TIN
BC1631,@USER @USER @2KEspana This shit fake I don't see on they page,UNT
BC1632,fucking go off to town lia with your funky ass red dress step on me with your trainors fucking ICY BUT IM ON FIRE step on me,TIN
BC1633,@USER FUCK  Looks like I'll have to get a switch sooner rather than later,UNT
BC1634,@USER It’s as if every single one of her supporters are just as stupid as her.  Wehdone..,TIN
BC1635,I’ll never judge the next person because I've done been through my own shit.,UNT
BC1637,sco pa tu ma shut the fuck up,TIN
BC1638,@USER @USER @USER @USER Piece of shit!,TIN
BC1639,"@USER Haha that's the best shit I've heard today ""take yourself out put yourself in the bin""",UNT
BC1640,I have no problem with cutting people off... Less bullshit for me to deal with.,UNT
BC1641,but we only fuck with KING crab legs ju hearddddd,UNT
BC1642,you’re not a bad bitch unless you cry on your birthday every year,UNT
BC1643,Don’t wait until it happens to you to give a fuck.,UNT
BC1644,@USER @USER He'll mark this as racist cause they are white balls 😂😂,UNT
BC1645,"Teams have been notified and are working on the issue to restore power of your area. Inconvenience is regretted. KENo bijli since 6 a.m in a ""zero loss zero loadshedding area."" Fuck K-Electric.",TIN
BC1646,dude stranger things got violent as fuck real quick,UNT
BC1647,@USER He pulls her waist up as he buries his face into her pussy and reaching down to grab at her thick ass.,UNT
BC1648,(arrives to his execution 15 minutes late in funeral gowns and a golden cross) fuck you hideyoshit,TIN
BC1649,Tired of people trying to put their lame ass energy or lack of efforts on me.,TIN
BC1650,Going lay my ass down. Got to push my son over in the bed with his wild sleep ass.,UNT
BC1651,Gave her my heart before i knew that bitch was ran thru,TIN
BC1652,@USER He will win you gunna be broke as fuck,UNT
BC1653,Also some of yâall pussy just might be trash too so donât think stamina why they not bussing,TIN
BC1654,@USER This is the most true shit i hv seen today  @USER ahaa,UNT
BC1655,rocketman is so unrealistic how comes young reggie was saying bitch??? that shouldn’t be in his vocabulary???,TIN
BC1656,i do shit for niggas and they act like they dont love me.,TIN
BC1657,Duck tales still has the same theme from when I used to watch that shit! ❤️,UNT
BC1658,I should just shave my hair fuck it,UNT
BC1659,Real ass nigga gaf bout a bitch 🥳😂A real one was born 21 years ago today 🙏🏾🙏🏾🙏🏾,TIN
BC1660,@USER @USER Dehumanize? He barely has a reflection of human,TIN
BC1661,Black people who describe poor and unemployed black people as lazy and deliberately unproductive baffle me.. I don't get them at all...,TIN
BC1662,=@USER fuck rose !My nigga jack was a real one fytbbbbb,TIN
BC1664,at this point I can only see hulu picking up andi mack as a way to get us to shut the fuck up,UNT
BC1665,@USER i didnt see that what the fuck 🤢🤢🤢 ig stans are a disgusting breed,TIN
BC1666,fuck okay i’m going to try and sleep goodnight,UNT
BC1667,Do this shit for yourself because all that other shit will disappoint you one way or the other,UNT
BC1668,Who hacked OHGEESY smh lolLMAO I LIKE TO ACT HARD BUT THEN WHEN ITS TIME FOR CONFRONTATION I ACT LIKE A LITTLE ASS GIRL,UNT
BC1669,Don’t apologize and act like u mean that shit,TIN
BC1670,@USER Now that’s how to fuck,UNT
BC1671,cow and bull furries are the only valid furries the rest of y'all will be going to hell 😤😤😤😤😤,UNT
BC1672,"One call, that's all, make 'em all go to sleepthese niggas fake ,  I dont fw them , they all strangers too me",TIN
BC1673,@USER shit like this that makes me happy Pattinson was picked for Batman. He's done some great acting since Twilight,UNT
BC1674,Vic Mensa done lost his damn mind or he’s extremely desperate,TIN
BC1675,@USER Put it all away damn it ð©ð,UNT
BC1676,@USER She knew she was going to start a fight right in front of my children too. That bitch is TRASH,TIN
BC1677,@USER Gay people Are cause by to be able to detect their own fault,TIN
BC1678,bro there’s no way y’all actually believe all that zodiac shit,UNT
BC1679,"The internet is fucked up, yo...",UNT
BC1680,"Don’t fuck with my freedom I came up to get me some I’m nasty, I’m evil Must be something in the water  Or that I’m my mother’s daughter",UNT
BC1681,because of popsonWhy have I been seeing fine ass midgets recently?,UNT
BC1682,The shit I be turning down a bitch will sell her soul for 💅🏾,TIN
BC1683,//: Fuck.. I hate it. I can’t take it. Fuck. I’m at public place now and I feel like crying so bad. Shit shit shit.,UNT
BC1684,honestly if your girlfriend takes any type of birth control buy her flowers or something and appreciate her more bc this shit sucks,UNT
BC1685,@USER do U have any idea how fucking cringy and stupid U sound?,TIN
BC1686,Bouta get Mylo a chain 😭 another harness and some other shit and he should be straight until he grow out of all that shit,UNT
BC1687,@USER K increased my volume to hear this shit and I WAS NOT ALONE 😭,TIN
BC1688,That Dolph and Key Glock album is top top btw   I was playing that shit the whole time in Seattle,UNT
BC1689,Man tell me why the loudest bitch be the scariest and weakest bitch 😭,TIN
BC1690,@USER holy shit that’s HUGE i’m so proud of you 🥺❤️,UNT
BC1691,"bitch I’m in the building, you just decorating",TIN
BC1692,Getting tired of Google telling me my favorite porn chicks' real names. That shit is extremely not cool and I hate it,TIN
BC1693,"@USER @USER It's a fake fuck! Look at his dick, it's not hard! 😂😂😂",UNT
BC1695,i wanna change glasses but that shit is expensive,UNT
BC1696,I told this guy “don’t fuckin touch me” THEN HE SLAPPED MY ASS and ran out. Tyeir Dukes you’re incredibly disgusting if you ever read this,TIN
BC1697,I need an adventure away from all of this bullshit.,UNT
BC1698,Bitch all I could do is laugh not to get mad😂😂😂😂😂,UNT
BC1699,Kiss on this pussy until I cum.,UNT
BC1701,— w/ someone that u think is — bitch u piece of shit 💩,TIN
BC1702,Skinny dudes the worst to cuddle with.  Might as well fall asleep on a pile of remotes.,TIN
BC1703,instead of giving Trump air time over Baltimore why not just tell him to go fuck himself and move on?,TIN
BC1704,"A man got emotional about being at the (likely) end of his NBA career, and your first reaction is to denigrate him because of it? Fuck you.",UNT
BC1705,If you follow Emily you already get the TL full of e-girls without even following them forsenCDWhat y’all egirls gonna do for clout when people get tired of seeing the same ass and tiddies on the TL everyday,UNT
BC1706,Look like fucking #Zomato  wants to shut it's shop more early than expected,UNT
BC1707,@USER Fml. 5 seconds late to get the 3... the game lands on 3. Fuck,UNT
BC1710,"@USER ""He surely is lucky to have your tight pussy to pound hehehe~.""",UNT
BC1711,wish this bitch wake the fuck up so i can get my shit and leaveee😒,TIN
BC1713,how tf you mad and i gave yo ass 100 tries?,TIN
BC1714,If i call and u don't answer I could've just call the HK POLICE bitch please💁🏻‍♂️,UNT
BC1715,This shitty ass security guards name is Miscella and I see why bcus she’s miserable!!!!,TIN
BC1716,Fuck Jason Whitlock and KFC barstool,TIN
BC1717,@USER Fck I'm sick of this dumb b1tch. Can we just deport her instead? 😠,TIN
BC1718,My teacher asked wat I wanna be I told da bitch a ATM.....Mixtape Jeezy,UNT
BC1719,It really be a lot shit on my mind,UNT
BC1720,cix can literally come out with a song like banana allergy monkey and jinyoung would still find a way to hoe it up i’m sick of him,UNT
BC1721,#NAME?,TIN
BC1722,@USER Love to fuck her tight ass,TIN
BC1723,Muted oomf because I'm tired of seeing tweets that make me feel like shit,UNT
BC1724,@USER Yo ass be in the bed stuck.,TIN
BC1725,@USER Idiot join the Democrats you belong with them,TIN
BC1726,@USER Can i detect cow crap?.   No wait.  Thars bull crap,UNT
BC1727,@USER @USER @USER @USER @USER @USER I can't understand this shit !,UNT
BC1728,sadamoto didn't even know what the fuck he was doing while writing the nge manga send tweet,TIN
BC1729,The Shit People Be Doing Don't Be Making No Sense 🤦🏾‍♀️,UNT
BC1730,I hardly take pictures of myself because I'm an ugly duckling 😔Sexiest men are the ones that hardly take any pictures of themselves 🤤 all you guys posting pics every day are like common prostitutes,TIN
BC1731,"@USER @USER @USER Beat his ass, Nato.",UNT
BC1732,@USER I’m keep you up to date on that shit to we might as well fuck that shit up together wit some more of our peers,UNT
BC1733,my ocd has been a real bitch the past few days,UNT
BC1734,@USER that’s the type of shit you gotta avoid bro lol big red flag,UNT
BC1736,sco pa tu shut the fuck up,UNT
BC1737,"Tbh @USER should have named the album ""Shrooms"" because thats the kind of trip I was on.  Divine shit 🙏🏽",UNT
BC1738,I definitely was addicted to some toxic ass dick mane 🤦🏽‍♀️😫🥴lol,UNT
BC1739,Y’all know what’s cute? Him having a picture of u w his kids on ur face on the back of his phone 🥴🥴🥴now datssss some cute shit,UNT
BC1741,@USER Nah buddy of mine. And he shit on me when I was stock. Amazing what just bolt ons will do,UNT
BC1742,His Ass Started Nutting In Me Got Me Pregnant The Same Month We Started Dating 🤦🏼‍♀️Ladies how did you find out you had fire ass pussy?,UNT
BC1743,@USER Nah you’re nuts I was literally just thinking of that 😂 what a bitch he was,TIN
BC1745,her names eleven cause fuck 12 #StrangersThings3,UNT
BC1746,damn the security at my job was telling me some badass shit about prison,UNT
BC1747,I have the prettiest friends. all my bitches are 10s. period.,UNT
BC1748,@USER SAY THAT SHIT AGAIN 🗣‼️ this social media shit is the devil! bitches too gassed up and niggas have lost sight of reality.,TIN
BC1749,When her nigga calls while gettin head🤪☠️,TIN
BC1750,"sis stay pretty, sis stay in her bag, &amp; sis stay not giving a fuck 😘. i am sis. sis is me 😌.",UNT
BC1751,@USER Yeah I told him he was an idiot and he got pressed lol,TIN
BC1753,no cocky shit but i feel as if one of the most underrated in this community 👀,UNT
BC1754,Imagine the godliness that is Kim Woojin giggling at your stupid ass because you said he's cute and you to love him.,UNT
BC1755,"@USER Guy you are so dumb!, #Tacha made a full of her self what’s smart in that...",TIN
BC1756,My neck sunburnt as fuck.,UNT
BC1757,"Writer-San once dreamt she kissed Meliodas-Sama.. *Ellie switches to yandere mode* ""Oh, Writer-Chama..?~"" Writer: ""..Shit..."" #EllieBot",UNT
BC1758,@USER @USER Shut your stupid mouth and vote Trump.,TIN
BC1759,RENJUN. JENO. AND. SICHENG. DESERVE. BETTER. FUCK. SM. FOR. TREATING. NOT. ONLY. THEM. BUT. ALL. OF. NCT. LIKE. ABSOLUTE. SHIT.,UNT
BC1760,How stupid can I be getting jealous knowing there isn’t an us. Legit ruins my day automatically,UNT
BC1761,"@USER Lol this is a trap.....he means""never try that shit here in sa""",UNT
BC1762,"i hate white people, what the hell is âletâs blow this popsicle stand?â bitch.... ðª",TIN
BC1763,Gotta love that byul tagged along for yong's extensions appointment.  That shit takes forever. She really has no home of her own lmao,UNT
BC1764,@USER I type a lot of shit bruh😂😂I'm not risking,UNT
BC1765,@USER Watching a vlog and these guys having some and damn 😭😭,UNT
BC1766,@USER Grab’m by the pussy!,UNT
BC1767,Men prove themselves to be ain’t shit every day,TIN
BC1768,Ru cramming hours of Love Island is fucking meeeeeee literally watched half the season in 4 days,UNT
BC1769,ariana deleted the tweet FUCK YOU,TIN
BC1770,I Done Ate All The Damn Funyuns Out The Snack Machine At Work 🤦🏾‍♀️😭,UNT
BC1771,At this time of year you can really tell who sucks at 2k easily,UNT
BC1774,@USER You mean the blue skin ones? Cause if so that shit was mid as hell,UNT
BC1775,"@USER @USER I saw the original post on FB, looked like a coachload of daytrippers caused all that filth, it's disgusting.",TIN
BC1776,Im in love with eye contact that shit makes me nervous but i love it.,UNT
BC1777,Just remember that all the shit someone put you through Sooner or later finds its way back to them SHOIYEN FOR GGV/ @USER,UNT
BC1778,can't believe peniel fucked his buddy,UNT
BC1779,@USER Forklift driver shat his pants,TIN
BC1781,@USER Drafted Julio last season and regret it he ain’t do shit till the middle of the season,TIN
BC1783,"i wAS JUST TALKING ABOUT THIS W MY SISTER, HOW THEY HAVE SIMILAR THEMES !!!!!Stray kids: fuck the government and societal standards   Itzy: fuck capitalism and sexism  This generation of jyp is about to run the WORLD",TIN
BC1784,that's ***dolphin*** im so dumb 😑,UNT
BC1785,Forgiveness shows growth in a person’s characterIf You ever Did Some Fu Shit or Sum Fake Shit or sum rat shit. i don’t fuck with chu nomo. I’m getting 2 old to be forgiving mfs.,UNT
BC1786,"I want a lit ass cut and color change. Then I remember, get a wig bitch. Cheaper and a quick come up. My hair needs to grow.",UNT
BC1787,@USER what the fuck sneak??? I was trying to tame a cat yesterday and that's why it didn't work?! That bastard took all my fish,TIN
BC1788,I talk alotta shit but one thing I’ve never had in my life is a happy &amp; healthy relationship. I want to know what that feels like.,UNT
BC1790,@USER i’m gonna fly to your house and beat your ass,TIN
BC1791,Damn Lil b really killed joe budden the rapper. He had to reincarnate as a podcast host shit wild. Be safe out there,UNT
BC1792,idk who needs to hear this but u need to shut the fuck up about ur ex,UNT
BC1793,I'm sore as fuck from last night. SMH 🤦🏾‍♀️,UNT
BC1794,"Half y'all niggas be forgetting you on Twitter, thinking you hard but I guarantee none of you niggas bout that life.  💀  Goofy ass niggas.",TIN
BC1795,@USER Herb gone hit his ass wit a .223 piece  FA 💥FA💥FA,UNT
BC1796,@USER Fire his ass and problem solved,UNT
BC1797,@USER What a disgrace! That singular action disrespects every citizen in this counrty....,TIN
BC1798,"âYou badly want that babe?â  Fuck off. You're not the man I love, nor are you the man I'm shipped with.",TIN
BC1799,Time doesn't make shit easier. I refuse to believe anyone who says so.,UNT
BC1800,"I think I'm drowning, fuck.",UNT
BC1801,I'm wearing dangly earrings why wont you fuck me,UNT
BC1802,I genuinely don’t give a FUCK about my health on holidays and it’s becoming a real issue,UNT
BC1803,U ever get so deep into a podcast like how the Fuck did i listen to these same people talk for 100 hours...idk either,UNT
BC1804,nothing compares to fucking a person you love (who loves you back),UNT
BC1805,@USER @USER 'Respect the result' is a mendacious soundbite trotted out by charlatans daily,TIN
BC1807,"If u feel like if u eat pussy u might as well eat ass, i hope u feel the same way about sucking dick and eating ass 2",TIN
BC1808,Vault The Fucking Drum Shotgun @USER  #FortniteWorldCup #Fortnite,UNT
BC1809,"@USER will you , as a racist just go to hell?",TIN
BC1810,I’d have sex with a missionary but it would be so boring.,UNT
BC1812,@USER Another deplorable spews hatred thought you died but instead you're from the swamp go back you idiot,TIN
BC1813,"i like you. that's not the tea, that's the coffee so you can wake the fuck up and see me.",UNT
BC1814,its hot asl and mfs drinkin alcohol like its water fuckin dehydrated ass clowns,UNT
BC1815,summer abt to end and i just wanted to say.. what the fuck,UNT
BC1816,bitch if I wanna eat pussy one day and suck dick the next who tf are you to try and stop me? Fuck out of here with your judgmental ass!! ew,TIN
BC1817,Its just pizza shut the fuck up whore@deennyyboo you just have standards unlike you dumb bitch,TIN
BC1818,"@USER I will never understand cheaters, that shit so corny",UNT
BC1823,A nigga gotta get ready for work. What kind of shit is this lmao,TIN
BC1824,I hate that I’m so fucking nice and giving 😒,UNT
BC1825,I’m really excited for this record. Professor said there’s no required textbook and that was truly some shit would do.,UNT
BC1826,@USER Y’a the end of the fucking world ( 1 saison ) et the rain ( 2 saisons ),UNT
BC1827,I look at every nigga different that have me in there’s 😂 y’all really crazy bullsIf we talk please don’t ever ask to be in my close friends you’ll look at me different,TIN
BC1829,Are there any other Remainers out there who are willing to radicalise when the no deal Brexit shit hits the fan?,UNT
BC1830,@USER @USER Just call moron maxine Kingfish as in amo s and andy. A very stupid mother f---er,TIN
BC1831,And them mfs wanna party &amp; get drunk,UNT
BC1832,Man I fucking love ram,UNT
BC1833,If you can't give a direct answer to a direct question then get the fuck off my TL. Can't stand a goddamned time-waster.,UNT
BC1835,It really sucks how sometimes you are afraid to speak up about something that is hurting you because you don’t know what to expect,UNT
BC1836,Own up to your mistakes don’t be an asshole,UNT
BC1837,Hope yo emotions not the shit that I read 😒,UNT
BC1838,"Here's some advice...  If you do not have children, you know nothing about raising them. Keep your fuckin mouth shut!",UNT
BC1839,@USER In deed pathetic,UNT
BC1840,@USER @USER She’s dumber than a box of rocks.,TIN
BC1841,This goes out for some niggas tooY’all bitches act like y’all gon die if y’all don’t have a relationship chase a bag and stfu,TIN
BC1842,I don’t even want to go to bed. Today was a good ass day.,UNT
BC1843,BUGHA FUCKING ENDED WITH 59 FUCKING POINTS THAT WAS ENOUGH TO QUALIFY FOR A NAE SOLO WEEK HOLY FUCK,UNT
BC1844,"@USER @USER You are a LIAR, but!  You are the racist.",TIN
BC1845,Mercy just showed how dumb her dish queen brain is 🤦🏼‍♂️. Ike I'm disappointed #bbnaija,TIN
BC1846,Charge shit to the game &amp; keep it movin,UNT
BC1847,Teletubbies are scary as fuck and idk how did I manage to watch that shit as a kid,TIN
BC1848,first jeno said  who tha FUCK is yangyang nd now he said who tha fuck is wayv zzzZ,UNT
BC1849,"@USER Exclude my your racist race connotation,it was bad for her waste of scares resources nje",TIN
BC1850,@USER Don’t forget the fucking star bar chappaz! That shits gold!,UNT
BC1851,childish as fuck son.,UNT
BC1852,"@USER @USER @USER You need to slit your wrists you mong, I hope you and your family die in a fatal car crash you old fuck",TIN
BC1853,"If y’all real go unfollow all the homies who claming shoreline mafia, they all fucking crack heads and leaches for some clout.",TIN
BC1854,Ya dead believe in that horoscope shit,UNT
BC1855,i just got a porn ad with a sim girl styled to look like billie eyelash ive truely seen it all,UNT
BC1856,#NAME?,TIN
BC1857,When they say you lose your hair after having the baby I didn’t know that was because the baby fucking pulls it’s out any chance they get 😩😒,UNT
BC1858,@USER @USER I wonder why?   He is a coward thats why,TIN
BC1859,give hiroyuki sawano a shitty anime and he'll give u a hans zimmer lvl ost that makes the anime seem better than it is,TIN
BC1862,then my bio dad got his severance and that shit went downhill then divorce and shit and it turned poor pretty quick,UNT
BC1863,It's true what they say when you stop hitting up people you'll see who's really there for you and that shit honestly blows my fucking mind,UNT
BC1864,"If I want to vent on Twitter I will vent on Twitter so you can fuck off with your ""attention seeker"" bollocks, Chad",TIN
BC1865,i’m an ass AND boobs lady,UNT
BC1866,@USER They trying to make Jesus disappear and get us to worship the sun.......fools !..we will never be so stupid...,TIN
BC1867,I’m getting suspicious as shit like my life has been too good lately I’m waiting for the downfall-,UNT
BC1868,"I hate when people act like they don’t know what’s expected of them , lol you just wanna be  out here looking like a damn fool",UNT
BC1869,"You can be sleep on a nigga chest, whole time he texting another bitch 🤣🤣🤣 I don’t trust shit",TIN
BC1870,"Of course VLADIMIR PUTIN can't win without cheating ! Just like trump he is a fake ass , weak , small-minded little man!!! And a sissy",TIN
BC1871,fuckfuckimgoing to watch the last episoae omg fuck okay its goung to end its ll actually going tk end fucking fuck,UNT
BC1873,@USER Y the fuck would it hurt u. Got nothing to do with lfc,UNT
BC1874,Only a fool would think cassper is a marketing genius and only fools will actually go to this #FillUp casspers music sucks,TIN
BC1875,@USER @USER @USER He’s a lying sack of shit. The words to fully describe him have not been invented yet!,TIN
BC1876,"@USER this tweet is replete with poor grammar.Donald Trump’s mind is infested. With racism, with misogyny, with lies, with bigotry, with hate.",TIN
BC1877,@USER the only dumb u r allowed to be is dumb dumb by red velvet &gt;:(,UNT
BC1878,@USER @USER Why the fuck is Steve Bannon even allowed in the country?,UNT
BC1879,"@USER @USER I think in that reply the whole ""Fuck"" would be appropriate",UNT
BC1881,I’ve to come realization that some shit just isn’t meant for me to understand..,UNT
BC1882,Never change who you are.. you have a good heart for you nobody else and God will bless you for that💯After how good u are to people u get treated the worst and that shit changed me,UNT
BC1883,Jay Z's a bitch for not letting his music be on Spotify.,TIN
BC1884,"This tweet was ahead of its time...""I will cut your throat and throw you over that fucking Ice Wall!!"" - Flat Earth Domestic Abusers #flatearthers",UNT
BC1885,"@USER Hey, you got it done, and near-perfect scores? Kickin ass!",UNT
BC1886,i still think it’s funny that icy literally says the song is gonna be trash but you’re gonna like it anyways 😭,UNT
BC1887,"@USER It’s been muggy as hell, even madder up here in Scotland. Sticky as fuck!",UNT
BC1888,roach that is the size of my palm in the kitchen. can hear it run under shit. NOOOOOO 💀,UNT
BC1889,Niggas priorities be fucked all the way up,TIN
BC1890,Would anyone like to explain to me wihat the fuck is going on?,UNT
